source,load_factor,cable_force_n,tip_angle_deg,joint1_moment_nmm,joint1_theta_deg,joint1_k_nmm_per_rad,joint1_bend_deg,joint2_moment_nmm,joint2_theta_deg,joint2_k_nmm_per_rad,joint2_bend_deg,joint3_moment_nmm,joint3_theta_deg,joint3_k_nmm_per_rad,joint3_bend_deg,joint4_moment_nmm,joint4_theta_deg,joint4_k_nmm_per_rad,joint4_bend_deg,seg1_angle_deg,seg1_center_x_mm,seg1_center_y_mm,seg1_center_z_mm,seg2_angle_deg,seg2_center_x_mm,seg2_center_y_mm,seg2_center_z_mm,seg3_angle_deg,seg3_center_x_mm,seg3_center_y_mm,seg3_center_z_mm,seg4_angle_deg,seg4_center_x_mm,seg4_center_y_mm,seg4_center_z_mm
fea_initial,0.0,0.0,0.0,0.0,0.0,39.32635411925353,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,62.44879380974054,0.0,0.0,47.5,0.0,5.0,0.0,87.5,0.0,5.0,0.0,127.5,0.0,5.0,0.0,167.5,0.0,5.0
fea_exact_1.250N,1.0,1.25,-20.44496747232195,10.0,14.569308748870585,39.32635411925353,-6.643948633467218,10.0,11.459155902616466,50.0,-5.841077957025751,10.0,11.459155902616466,50.0,-5.817560884381384,10.0,9.174841661096348,62.44879380974054,-2.1423799974475948,-6.643948633467218,46.95471204549836,0.04241107112200382,7.529194498370169,-12.48502659049297,85.98552328916296,-0.03345043165978545,14.113774593711875,-18.302587474874354,124.24392735026893,0.031694407811329484,24.447918653980757,-20.44496747232195,161.7949479496492,0.04068182902169948,37.877068859293566
fea_exact_2.500N,1.0,2.5,3.8826550041091066,20.0,29.13861749774117,39.32635411925353,1.0010672910398795,20.0,22.918311805232932,50.0,-0.010798903940766325,20.0,22.918311805232932,50.0,0.24406298479907318,20.0,18.349683322192696,62.44879380974054,2.6483236322109205,1.0010672910398795,47.56872956225423,0.04254713064522164,4.925594125756264,0.9902683870991131,87.53966107271376,-0.035224375191354795,4.236275042661552,1.2343313718981863,127.56922092548146,0.027732540078165613,3.2387909352000452,3.8826550041091066,167.7272354689965,0.042388508727773555,1.6553300279396261
fea_exact_3.750N,1.0,3.75,39.59693873177895,30.0,43.707926246611756,39.32635411925353,12.225478272202736,30.0,34.37746770784939,50.0,8.548156775686486,30.0,34.37746770784939,50.0,9.14164324121273,30.0,27.52452498328904,62.44879380974054,9.681660442676996,12.225478272202736,47.91380597702871,0.04203710517430714,1.0014920484900647,20.773635047889222,86.6663007801539,-0.04004029291236044,-10.475477550889977,29.915278289101952,123.15374136747654,0.021566052143688452,-28.046052191643703,39.59693873177895,156.58666731781992,0.04940435205483773,-50.990780736906025
fea_exact_5.000N,1.0,5.0,79.58887237920551,40.0,58.27723499548234,39.32635411925353,24.795716449629683,40.0,45.836623610465864,50.0,18.131323348753224,40.0,45.836623610465864,50.0,19.103509730359235,40.0,36.69936664438539,62.44879380974054,17.55832285046337,24.795716449629683,47.500484524482495,0.040035756779778,-3.401770368776119,42.92703979838291,81.30271217230397,-0.05328519347415739,-26.086002465399083,62.03054952874214,105.90566892843995,0.002177047344784633,-58.625107009735956,79.58887237920551,119.5164939353969,0.042687712587125226,-97.10652054688232
fea_exact_10.000N,1.0,10.0,-66.98351008733522,80.0,116.55446999096468,39.32635411925353,-21.268247277720203,80.0,91.67324722093173,50.0,-16.993872500337286,80.0,91.67324722093173,50.0,-17.41632680717582,80.0,73.39873328877079,62.44879380974054,-11.305063502101909,-21.268247277720203,44.96983360168583,0.042047103304108546,12.203543592854581,-38.26211977805749,78.48572781920674,-0.02961585329822114,31.385322693369908,-55.67844658523331,104.93660186845962,0.04797854460633566,59.517712065976866,-66.98351008733522,123.52941274774848,0.061854815613035186,93.96687028447172
fea_exact_20.000N,1.0,20.0,-58.25510054278794,160.0,233.10893998192935,39.32635411925353,-18.523075873314344,160.0,183.34649444186346,50.0,-14.904920073722426,160.0,183.34649444186346,50.0,-15.240695039595124,160.0,146.79746657754157,62.44879380974054,-9.586409556156049,-18.523075873314344,45.41980417908246,0.042563179675989105,11.364958134820986,-33.42799594703677,80.31182951925553,-0.029026834483484976,28.37723036313057,-48.668690986631894,109.69102827455603,0.047392662782326234,53.76250272477731,-58.25510054278794,132.91570937482692,0.06198509029237442,85.46350985691831
